"id","id_veh","fecha_ing","costo_mo","kilometraje","pre_repu","det_repar","des_repu"
"1613","113","2015-01-27","500","126281","1640","servicio","1 filtro aire, 1 filtro comb, 1 filtro aceite, 7 lts aceite"
"1614","255","2015-01-21","450","56199","800","servicio","1 filtro aire, 1 filtro aceite, 5 lts aceite"
"1615","119","2015-01-20","450","45732","1070","servicio","1 filtro aire, 1 filtro aceite, 4 balanceos, 5 lts aceite"
"1616","153","2015-01-26","3000","114574","4400","tapa cilindros","1 reparacion tapa cil, 1 kit junta descar, 1 juego bulones, 1 reten leva, 1 filtro aceite, 5 lts aceite, 2 refrig"
"1617","786","2015-01-15","1500","65581","1670","distribucion","1 correa dist, 1 correa alt, 1 correa a/a"
"1618","787","2015-01-15","800","125493","0","reemplazo correa alt (provista)","1 correa alternador (provista)"
"1619","788","2015-01-27","500","34084","1690","servicio","4 balanceos, 1 juego pastillas freno, 1 filtro aire, 1 filtro comb, 1 filtro aceite, 5 lts aceite"
"1620","452","2015-01-26","650","93841","1040","servicio","1 extremo, 1 filtro aire, 1 filtro aceite, 5 lts aceite"
"1621","34","2015-01-20","600","239808","1410","servicio","3 lamp, 2 escobillas, 1 filtro comb, 1 filtro aire, 1 filtro aceite, 5 lts aceite, 1 tapon agua"
"1622","789","2015-01-16","400","37108","1410","diagnostico, reemplazo sensor velocidad","1 sensor de velocidad, 1 reten selector, 1 diagnostico"
"1623","790","2015-01-16","1800","103328","2300","reemplazo bomba agua y correa alt, cables bujias y bobina","1 bomba de agua, 1 correa alt, 1 juego cables, 1 bobina"
"1624","491","2015-01-15","400","211402","850","servicio","1 filtro aire, 1 filtro comb, 1 filtro aceite, 5 lts aceite"
"1625","346","2015-01-09","500","66732","800","reemplazo cable embrague","torneria, 1 cable embrague"
"1626","92","2015-01-13","350","131078","560","reemplazo pastillas freno","1 juego de pastillas"
"1627","531","2015-01-13","550","43641","1790","servicio","1 lamp marcha atras, 1 juego past, 1 filtro aire, 1 filtro aceite, 5 lts aceite, 4 bujias"
"1628","682","2015-01-13","0","86413","380","reemplazo reten diferencial","1 reten diferencial"
"1629","791","2015-01-14","1200","144910","300","distribucion","1 correa distribucion"
"1630","124","2015-01-28","3000","224133","3270","embrague, distribucion","1 correa dist, 1 correa alt, 1 tensor dist, 1 kit embrague"
"1631","541","2015-01-29","600","52630","1300","reemplazo rotula, bujias","1 rotula, 1 juego cables bujias, 4 bujias, 1 diagnostico"
"1632","792","2015-02-09","500","39134","1040","servicio","4 bujias, 1 filtro aire, 1 filtro comb, 1 filtro aceite, 5 lts aceite"
"1633","793","2015-02-10","400","66345","660","reemplazo pastillas","1 juego pastillas"
"1634","346","2015-01-19","300","66831","600","frenos tras","1 cilindro freno tras, 1 cinta tras"
"1635","794","2015-01-20","320","10111","680","reemplazo de pastillas","1 juego past"
"1636","795","2014-11-03","600","34903","800","reemplazo bomba embrague","1 bomba embrague, 1 liquido freno"
"1637","796","2015-02-12","500","48626","830","lamparas y alineacion","2 lamp posicion, 1 lamp baja, 1 alineacion rueda tras"
"1638","797","2015-02-13","700","19160","1150","servicio, balanceo y alineacion","4 balanceos, 1 filtro aire, 1 filtro aceite, 5 lts aceite, 1 alineacion"
"1639","125","2015-02-25","500","109401","250","servicio y alineacion","1 alineacion"
"1640","798","2015-02-23","500","177201","2603","servicio","1 filtro comb, 1 filtro aire, 1 filtro aceite, 7 lts aceite, past del 1/4"
"1641","799","2015-02-20","150","58677","1130","reemplazo bobina","1 bobina alternativa, 1 diagnostico"
"1642","800","2015-02-27","0","13811","760","aceite y filtros","1 filtro aire, 1 filtro aceite, 5 lts aceite"
"1643","264","2015-02-03","500","53327","780","servicio","1 filtro aire, 1 filtro aceite, 5 lts aceite"
"1644","249","2015-02-04","450","28199","1120","servicio","4 balanceos, 1 filtro aire, 1 filtro comb, 1 filtro aceite, 5 lts aceite, 1 lamp posic"
"1645","801","2015-03-02","600","30239","1530","servicio","1 filtro aire, 1 filtro aceite, 1 filtro comb, 5 lts sintetico, 4 balanceos"
"1646","626","2015-01-30","500","35116","985","servicio","1 filtro aire, 1 filtro aceite, 5 lts aceite"
"1647","124","2015-02-13","900","225244","3100","tren delantero","1 alineacion, 1 parrilla susp del derecha, 1 rotula, 1 precap, 2 bujes estab, 2 tacos rebotes amort, 1 reparacion semieje"
"1648","802","2015-02-03","1500","75053","660","distribucion","1 correa dist, 1 correa alt"
"1649","803","2015-02-26","700","140174","700","reemplazo correas","1 filtro comb, 1 correa alt, 1correa vent, 1 tensor ruleman"
"1650","594","2015-02-19","600","108997","1360","frenos","2 flexibles frenos del, 2 cintas tras, 2 rect camp, 2 cilindros tras"
"1651","804","2015-02-25","500","27094","440","reemplazo canio pipeta","1 canio pipeta, 1 junta pipeta, 1 lamp baja"
"1652","805","2015-02-25","250","118847","280","reemplazo bulbo temp","1 bulbo temperatura"
"1653","654","2015-02-20","500","21253","870","servicio, tecla desmpaniador","1 filtro aire, 1 filtro aceite, 5 lts aceite, 1 lamp tablero"
"1654","468","2015-02-26","600","129104","1730","servicio","1 filtro aire, 1 filtro aceite, 1 filtro comb, 5 lts aceite, 1 bulbo"
"1655","806","2015-02-20","600","65902","840","correas","1 correa alt, 1 correa a/a elast"
"1656","807","2015-02-19","0","227636","550","reemplazo bulbo temperatura","1 diagnostico, 1 bulbo de temperatura"
"1657","808","2015-02-19","400","16196","1080","servicio","1 lampara baja, 1 filtro de aire, 1 filtro aceite, 5 lts aceite, 4 balanceo"
"1658","809","2015-02-18","450","246613","1290","servicio, luz y freno de mano","1 filtro comb, 1 filtro aire, 1 filtro aceite, 5 lts aceite, 1 lamp baja"
"1659","810","2015-02-18","1000","61494","1260","servicio","1 diagnostico, 1 filtro comb, 1 filtro aire, 1 filtro aceite, 5 lts aceite"
"1660","755","2015-02-10","550","58930","1280","reemplazo de electro","1 electro"
"1661","235","2015-02-05","600","105068","875","servicio, luz puerta","1 lamp baja, 1 filtro aire, 1 filtro aceite, 5 lts aceite"
"1662","811","2015-02-04","500","26452","1155","servicio","1 filtro comb, 1 filtro aire, 1 filtro aceite, 5 lts aceite, 4 balanceos"
"1663","463","2015-02-03","450","38727","1075","servicio","4 bujias, 1 filtro aire, 1 filtro aceite, 5 lts aceite"
"1664","812","2015-02-02","1600","159824","1130","reemplazo cuerpo bomba de agua","1 cuerpo bomba de agua, 3 orring"
"1665","813","2015-01-29","800","155014","40","reemplazo fichas electro y resistencia electro mang agua sup","1 ficha"
"1666","814","2015-01-28","2000","253238","2035","reemplazo correa dist, bomba agua","1 taco caja, 1 correa alt, 1 correa dist, 1 bomba agua, 1 tensor, 1 amort tensor"
"1667","815","2015-03-09","150","36475","300","REMPLAZO DE PASTILLAS",
"1668","579","2015-03-09","500","47214","910","servicio","1 filtro aire, 1 filtro comb, 1 filtro aceite, 5 lts aceite"
"1669","816","2015-02-09","4000","97633","6020","servicio y distribucion","1 filtro aire, 1 filtro comb, 1 filtro aceite, 7 lts aceite, 1 filtro polen, 1 kit dist, 1 correa alt, 1 tensor alt"
"1670","466","2015-03-05","450","61409","900","servicio","1 filtro aire, 1 filtro comb, 1 filtro aceite, 5 lts aceite"
"1671","777","2015-03-04","200","100000","1681","servicio","1 filtro aire, 1 filtro comb, 1 filtro aceite, 5 lts aceite"
"1672","434","2015-03-03","1500","127892","350","correas de dist (provistas)","1 tensor orig"
"1673","718","2015-03-03","500","40386","890","servicio","1 filtro aire, 1 filtro comb, 1 filtro aceite, 5 lts aceite"
"1674","78","2015-03-03","500","98310","1230","servicio","1 filtro aire, 1 filtro aceite, 5 lts aceite sint"
"1675","817","2015-03-02","2500","166818","2750","reemplazo radiador y frenos tras","1 refrig, 1 radiador, 2 frenos tras, 2 cilindros, 1 motor limpiaparabrisas"
"1676","46","2015-03-13","600","186806","2050","reemplazo filtros y aceite, alineacion y balanceo ruedas","1 filtro aire, 1 filtro comb, 1 filtro aceite, 5 lts aceite, alineacion y 4 balanceos"
"1677","527","2015-03-17","400","28065","560","reemplazo de pastillas de freno","pastillas de freno"
"1678","818","2015-03-18","400","140112","650","reemplazo pastillas","1 juego pastillas"
"1679","819","2015-03-03","8000","71051","15010","reparacion tapa, distribucion","2 refrig, 1 filtro aceite, 5 lts aceite, 1 junta descarga aceite turbo, 1 junta contra tapa val, 1 junta admision, 1 junta escape, 1 junta turbo, 1 juego bulones, 1 reten bomba, 2 retenes leva, 1 junt"
"1680","665","2015-03-13","900","204229","1150","servicio, reemplazo tacos motor","1 filtro aire, 1 filtro comb, 1 filtro aceite, 5 lts aceite, 2 tacos motor"
"1681","820","2015-03-10","1000","280801","8280","servicio completo, aire acondicionado, diagnostico","1 filtro aire, 1 filtro comb, 1 filtro aceite, 7 lts aceite, aire acondicionado"
"1682","821","2015-03-10","1500","50430","530","reemplazo correa dist, juego bujias","1 correa dist, 1 juego bujias, 1 filtro comb"
"1683","822","2015-03-03","100","84694","280","reemplazo bujias","4 bujias"
"1684","603","2015-02-11","500","74030","1500","servicio","1 filtro aire, 1 filtro comb, 1 filtro aceite, 7 lts aceite"
"1685","403","2015-03-16","2000","57467","650","distribucion","1 kit dist"
"1686","330","2015-03-17","600","137865","950","frenos tras","1 lamp baja, 2 cilindros tras, 2 cintas y camp"
"1687","823","2015-03-17","1600","94324","804","distribucion","1 kit dist"
"1688","403","2015-03-09","500","57440","920","servicio","1 filtro aire, 1 filtro comb, 1 filtro aceite, 5 lts aceite, 1 tapon carter"
"1689","111","2015-03-06","350","200066","850","servicio","1 filtro aceite, 7 lts aceite"
"1690","824","2015-03-05","350","62718","490","reemplazo sensor vel","1 sensor vel"
"1691","624","2015-03-05","500","112179","1300","servicio","1 filtro aire, 1 filtro comb, 1 filtro aceite, 5 lts aceite"
"1692","653","2015-03-09","600","237907","1250","reemplazo polea","1 polea ciguenial"
"1693","161","2015-03-05","2500","158810","3080","reemplazo placa y disco","1 kit embrague"
"1694","825","2015-03-03","600","144421","480","reemplazo ruleman","1 ruleman rueda del der"
"1695","275","2015-03-10","450","48999","420","frenos tras","2 cilindros frenos, 2 cintas y campanas"
"1696","92","2015-03-10","3500","133153","2710","embrague","1 crapodina embrague, 1 lts liquido, 1 reparacion embrague"
"1697","35","2015-03-10","500","27901","1190","servicio","1 filtro aire, 1 filtro comb, 1 filtro aceite, 5 lts aceite, 1 bulbo marcha atras"
"1698","571","2015-03-10","500","35486","1330","servicio","1 filtro aire, 1 filtro comb, 1 filtro aceite, 5 lts aceite, 1 juego past"
"1699","826","2015-03-09","800","28602","4750","reemplazo cuerpo mariposa","1 diagnostico, 1 cuerpo mariposa"
"1700","827","2015-03-06","2500","219796","0","embrague","ninguno"
"1701","524","2015-03-10","600","160181","1850","reemplazo de bobina, cables y bujias","1 bobina, 1 juego cables, 4 bujias, 1 diag"
"1702","609","2015-03-25","1000","116560","5300","reemplazo cuerpo mariposa","1 diagnostico, 1 cuerpo mariposa, 1 manguera aire, 1 tapon aceite"
"1703","379","2015-03-30","600","149248","250","reemplazo destellador, ficha luz","1 destellador"
"1704","291","2015-03-30","700","61415","1020","servicio","1 lampara stop, 1 bulbo marcha atras, 1 filtro aire, 1 filtro aceite, 5 lts. aceite"
"1705","705","2015-03-31","0","83871","1020","reemplazo bomba agua y correa distribucion","1 correa dist, 1 bomba agua, 1 termostato, 1 refrig"
"1706","828","2015-04-13","250","18644","640","servicio","1 filtro aceite, 5 lts aceite"
"1707","502","2015-04-14","700","77612","2500","reemplazo bobina, cables y bujias","1 bobina, 1 juego cables, 4 bujias orig"
"1708","379","2015-04-14","800","149880","1880","reemplazo bomba embrague","1 bomba embrague"
"1709","683","2015-04-13","550","77180","650","reemplazo pipeta agua","1 pipeta agua, 1 refrig, 1 o-ring"
"1710","195","2015-04-14","450","209634","930","servicio","1 filtro aire, 1 filtro aceite, 1 filtro comb, 5 lts aceite"
"1711","829","2015-04-13","500","70733","1210","servicio","1 filtro aire, 1 filtro aceite, 1 filtro comb, 5 lts aceite, 4 balanceos"
"1712","830","2015-04-13","700","149618","260","reemplazo filtro polen","1 filtro polen"
"1713","84","2015-04-08","1500","233520","3710","tren delantero","2 flexibles freno del, 1 cremallera direccion, 2 rotulas, 2 extremos, 1 alineacion"
"1714","83","2015-04-08","600","59098","1940","servicio","1 filtro aceite, 1 filtro comb, 1 filtro aire, 5 lts aceite, 1 limpieza circuito, 1 deposito, 4 bujias"
"1715","330","2015-03-30","600","138065","1100","reemplazo rulemanes","2 rulemanes rueda trasera"
"1716","195","2015-04-22","400","210129","400","reemplazo de bieletas de barra est.","2 bieletas"
"1717","427","2015-04-08","900","172257","2545","servicio","1 lamp baja, 1 tensor alt, 1 filtro aire, 1 filtro comb, 1 filtro aceite, 7 lts aceite"
"1718","26","2015-04-01","500","191592","1020","reemplazo bujias y cables","4 bujias, 1 juego cables"
"1719","832","2015-04-06","250","45983","430","reemplazo pastillas","1 juego pastillas freno"
"1720","833","2015-04-07","600","148567","1615","servicio","1 filtro aire, 1 filtro aceite, 6 lts aceite"
"1721","627","2015-03-26","600","141548","640","reeemplazo reten semieje y bujias","4 bujias, 1 reten, 1 lt grasa caja"
"1722","752","2015-04-09","7000","97546","6000","tapa cilindros","1 junta tapa cil, 1 juntas varias, 1 frenteado tapa cil, 2 refrig"
"1723","270","2015-04-10","1800","233817","1870","distribucion y reemplazo bomba agua","1 bomba agua, 1 correa dist, 1 manguera inf, 2 refrig"
"1724","645","2015-04-10","500","98847","970","servicio","1 filtro aire, 1 filtro aceite, 5 lts aceite"
"1725","834","2015-04-07","600","74057","2070","servicio","1 juego pastillas tras, 1 filtro aire, 1 filtro aceite, 5 lts aceite, 4 balanceo"
"1726","688","2015-03-30","350","74186","240","reemplazo junta pipeta termostato","1 pipeta termostato, 1 refrig"
"1727","835","2015-03-26","600","244799","1120","servicio","1 filtro aire, 1 filtro comb, 1 filtro aceite, 4 lts aceite"
"1728","644","2015-03-25","600","72791","0","reemplazo taco motor (provisto)","ninguno"
"1729","380","2015-03-19","500","83250","1320","servicio","4 balanceos, 1 filtro aire, 1 filtro comb, 1 filtro aceite, 5 lts aceite, 4 bujias"
"1730","564","2015-03-19","700","126733","1760","reemplazo amort","2 amortiguadores tras"
"1731","48","2015-03-17","600","189037","560","reemplazo flexible freno","1 flexible, 1 filtro aire, 1 filtro comb"
"1732","836","2015-03-18","800","30869","1130","reemplazo pastillas, bujias y filtro comb","1 juego pastillas, 1 filtro comb, 4 bujias"
"1733","71","0000-00-00","400","143609","860","reemplazo de aceite y filtro y aire","filtro aire aceite   aceite de motor"
"1734","71","2015-05-05","400","143609","860","reemplazo de aceite y filtro y aire","filtro aire aceite   aceite de motor"
"1735","837","2015-05-20","550","92669","850","reemplazo pipeta completa","1 pipeta completa, 1 refrigerante"
"1736","838","2015-05-18","500","30088","1550","servicio","1 filtro aire, 1 filtro aceite, 1 filtro comb, 1 juego past, 5 lts aceite, 4 balanceo"
"1737","409","2015-05-19","1600","115017","1920","reemplazo bomba de agua y servicio","1 bomba agua, 2 refrig, 1 filtro aire, 1 filtro aceite, 5 lts aceite"
"1738","526","2015-05-06","2000","179168","4640","reemplazo amortiguadores tras, arranque y servicio","2 amort tras, 1 filtro aire, 1 filtro comb, 1 filtro aceite, 7 lts aceite, 1 bendix, carbones y bujes"
"1739","526","2015-05-06","2000","179168","4640","reemplazo amortiguadores tras, arranque y servicio","2 amort tras, 1 filtro aire, 1 filtro comb, 1 filtro aceite, 7 lts aceite, 1 bendix, carbones y bujes"
"1740","179","2015-05-04","4500","161078","8010","distribucion","1 kit dist inf, 1 kit sup, 1 correa alt, 1 reten dist"
"1741","741","2015-05-05","1200","201861","1940","reemplazo reten leva y frenos tras","1 lavado motor, 1 tensor, 1 reten leva, 2 cilindros freno tras, 2 cintas y campana, 1 junta vaso filtro aceite"
"1742","349","2015-05-04","600","99705","1440","servicio","1 filtro aire, 1 filtro comb, 1 filtro aceite, 5 lts aceite"
"1743","839","2015-05-06","1700","61051","510","distribucion, cable embrague","1 correa dist, 1 correa alt, 1 cable embrague"
"1744","840","2015-05-05","1800","65247","2250","distribucion","1 correa dist, 1 correa alt, 1 correa a/a, 1 tensor dist, 1 refrig"
"1745","156","2015-05-12","400","137721","1020","servicio","1 filtro aire, 1 filtro comb, 1 filtro aceite, 4 lts aceite"
"1746","287","2011-04-26","100","211295","428","reemplazo termostato y limp radiador","1 termostato, 2 refrig, 1 limp radiador"
"1747","841","2015-05-14","1500","100513","1220","cambio bomba agua, tensor auto(provisto) y correa poli v (provista)","1 bomba agua"
"1748","842","2015-05-13","1400","103977","720","reemplazo correas","1 correa dist, 1 correa alt, 1 correa a/a"
"1749","600","2015-05-06","700","131587","2950","reemplazo valvula","1 valvula iac"
